Type	L1	L2	L3	L4	L5	L1P	L2P	L4P	L5P	L1PP	L3PP	vs	TanBeta	M12sq	MSPsq	DL1	DL2	DL3	DL4	DL5	DL1P	DL2P	DL4P	DL5P	DL1PP	DL3PP	DM11sq	DM22sq	DM12sq	DMSsq	DMSPsq	DT1	DT2	DT3	DT4	DT5	DT6	DT7(DTv1)	DT8(DTv2)	DT9(DTvs)	DT10	T_c	v_c	v_c/T_c	omega_{CB}(T_c)	omega_{CP}(T_c)	omega_1(T_c)	omega_2(T_c)	omega_s(T_c)
2	-339.82749461378137	36.86749640947916	-41.66124037839172	-13.277250711126369	-15.439458219874771	-3.6639609208304136	-2.087553864849775	-1.5483525656103578	-0.6209472303713707	0.7840614443776667	-0.16151558971036342	1851.7306724472467	7.290331782054796	234273.9314540763	-1852274.0563370069	-9356.94	-253.356	-978.605	0	-20.2494	-100.6	-10.0805	0	0	0	-4.1691	2.43406e+08	2.58081e+07	1.63904e+06	4.25299e+06	244111	-0	-0	-0	-0	-0	-0	-5.96046e-07	-4.99189e-07	0	-0	300	430.184	-1	-0.000179605	0.000153699	8.90299	430.092	2202.75
